contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPY251103C00642000,2025-10-24 14:04:11+00:00,642.0,36.85,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00643000,2025-10-27 16:04:48+00:00,643.0,41.57,0.0,0.0,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00644000,2025-10-31 17:38:07+00:00,644.0,36.44,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00645000,2025-10-31 19:57:47+00:00,645.0,37.98,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00646000,2025-10-22 19:45:59+00:00,646.0,24.66,0.0,0.0,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00647000,2025-10-31 15:54:52+00:00,647.0,35.99,0.0,0.0,0.0,0.0,8.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00648000,2025-10-23 13:51:13+00:00,648.0,25.23,0.0,0.0,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00649000,2025-10-31 17:47:29+00:00,649.0,32.28,0.0,0.0,0.0,0.0,15.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00650000,2025-10-31 20:02:49+00:00,650.0,32.15,0.0,0.0,0.0,0.0,31.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00651000,2025-10-29 19:38:41+00:00,651.0,35.0,0.0,0.0,0.0,0.0,47.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00652000,2025-10-27 14:53:28+00:00,652.0,31.71,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00653000,2025-10-31 15:44:33+00:00,653.0,29.69,0.0,0.0,0.0,0.0,20.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00655000,2025-10-31 18:12:10+00:00,655.0,27.02,0.0,0.0,0.0,0.0,6.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00656000,2025-10-29 14:31:46+00:00,656.0,33.65,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00657000,2025-10-31 16:46:18+00:00,657.0,24.3,0.0,0.0,0.0,0.0,12.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00658000,2025-10-31 19:59:06+00:00,658.0,24.55,0.0,0.0,0.0,0.0,17.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00659000,2025-10-31 20:11:19+00:00,659.0,23.42,0.0,0.0,0.0,0.0,14.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00660000,2025-10-31 20:06:40+00:00,660.0,22.02,0.0,0.0,0.0,0.0,617.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00661000,2025-10-31 20:04:50+00:00,661.0,20.88,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00662000,2025-10-31 16:02:17+00:00,662.0,20.2,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00663000,2025-10-31 20:06:24+00:00,663.0,18.93,0.0,0.0,0.0,0.0,27.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00664000,2025-10-31 19:58:52+00:00,664.0,18.68,0.0,0.0,0.0,0.0,10.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00665000,2025-10-31 20:08:47+00:00,665.0,17.26,0.0,0.0,0.0,0.0,271.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00666000,2025-10-31 19:33:37+00:00,666.0,18.66,0.0,0.0,0.0,0.0,4.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00667000,2025-10-31 19:06:25+00:00,667.0,15.91,0.0,0.0,0.0,0.0,88.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00668000,2025-10-31 19:59:02+00:00,668.0,14.74,0.0,0.0,0.0,0.0,83.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00669000,2025-10-31 19:59:02+00:00,669.0,13.76,0.0,0.0,0.0,0.0,173.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00670000,2025-10-31 20:00:30+00:00,670.0,12.12,0.0,0.0,0.0,0.0,977.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00671000,2025-10-31 20:14:23+00:00,671.0,11.38,0.0,0.0,0.0,0.0,295.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00672000,2025-10-31 20:06:17+00:00,672.0,10.31,0.0,0.0,0.0,0.0,256.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00673000,2025-10-31 20:13:16+00:00,673.0,9.58,0.0,0.0,0.0,0.0,524.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00674000,2025-10-31 20:12:20+00:00,674.0,8.77,0.0,0.0,0.0,0.0,1234.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00675000,2025-10-31 20:12:00+00:00,675.0,7.85,0.0,0.0,0.0,0.0,626.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00676000,2025-10-31 20:08:20+00:00,676.0,6.74,0.0,0.0,0.0,0.0,772.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00677000,2025-10-31 20:05:19+00:00,677.0,5.84,0.0,0.0,0.0,0.0,2012.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00678000,2025-10-31 20:11:51+00:00,678.0,5.17,0.0,0.0,0.0,0.0,1418.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00679000,2025-10-31 20:14:22+00:00,679.0,4.28,0.0,0.0,0.0,0.0,6378.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00680000,2025-10-31 20:14:43+00:00,680.0,3.57,0.0,0.0,0.0,0.0,21173.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00681000,2025-10-31 20:14:58+00:00,681.0,2.85,0.0,0.0,0.0,0.0,33708.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00682000,2025-10-31 20:14:59+00:00,682.0,2.25,0.0,0.0,0.0,0.0,60027.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103C00683000,2025-10-31 20:14:59+00:00,683.0,1.68,0.0,0.0,0.0,0.0,78460.0,0,0.007822421875,False,REGULAR,USD
SPY251103C00684000,2025-10-31 20:14:59+00:00,684.0,1.25,0.0,0.0,0.0,0.0,75853.0,0,0.015634843750000002,False,REGULAR,USD
SPY251103C00685000,2025-10-31 20:14:45+00:00,685.0,0.86,0.0,0.0,0.0,0.0,101227.0,0,0.015634843750000002,False,REGULAR,USD
SPY251103C00686000,2025-10-31 20:14:57+00:00,686.0,0.57,0.0,0.0,0.0,0.0,44953.0,0,0.0312596875,False,REGULAR,USD
SPY251103C00687000,2025-10-31 20:14:59+00:00,687.0,0.36,0.0,0.0,0.0,0.0,30209.0,0,0.0312596875,False,REGULAR,USD
SPY251103C00688000,2025-10-31 20:14:58+00:00,688.0,0.21,0.0,0.0,0.0,0.0,25206.0,0,0.0312596875,False,REGULAR,USD
SPY251103C00689000,2025-10-31 20:14:56+00:00,689.0,0.12,0.0,0.0,0.0,0.0,25466.0,0,0.062509375,False,REGULAR,USD
SPY251103C00690000,2025-10-31 20:14:46+00:00,690.0,0.07,0.0,0.0,0.0,0.0,43739.0,0,0.062509375,False,REGULAR,USD
SPY251103C00691000,2025-10-31 20:14:45+00:00,691.0,0.05,0.0,0.0,0.0,0.0,13023.0,0,0.062509375,False,REGULAR,USD
SPY251103C00692000,2025-10-31 20:14:24+00:00,692.0,0.03,0.0,0.0,0.0,0.0,5487.0,0,0.062509375,False,REGULAR,USD
SPY251103C00693000,2025-10-31 20:13:30+00:00,693.0,0.03,0.0,0.0,0.0,0.0,4415.0,0,0.062509375,False,REGULAR,USD
SPY251103C00694000,2025-10-31 20:13:27+00:00,694.0,0.02,0.0,0.0,0.0,0.0,8278.0,0,0.062509375,False,REGULAR,USD
SPY251103C00695000,2025-10-31 20:14:23+00:00,695.0,0.01,0.0,0.0,0.0,0.0,9919.0,0,0.062509375,False,REGULAR,USD
SPY251103C00696000,2025-10-31 20:07:12+00:00,696.0,0.01,0.0,0.0,0.0,0.0,10903.0,0,0.062509375,False,REGULAR,USD
SPY251103C00697000,2025-10-31 20:03:27+00:00,697.0,0.01,0.0,0.0,0.0,0.0,951.0,0,0.12500875,False,REGULAR,USD
SPY251103C00698000,2025-10-31 19:58:00+00:00,698.0,0.01,0.0,0.0,0.0,0.0,1063.0,0,0.12500875,False,REGULAR,USD
SPY251103C00699000,2025-10-31 20:00:17+00:00,699.0,0.02,0.0,0.0,0.0,0.0,612.0,0,0.12500875,False,REGULAR,USD
SPY251103C00700000,2025-10-31 20:14:22+00:00,700.0,0.01,0.0,0.0,0.0,0.0,7737.0,0,0.12500875,False,REGULAR,USD
SPY251103C00701000,2025-10-31 19:59:30+00:00,701.0,0.01,0.0,0.0,0.0,0.0,996.0,0,0.12500875,False,REGULAR,USD
SPY251103C00702000,2025-10-31 20:14:13+00:00,702.0,0.01,0.0,0.0,0.0,0.0,482.0,0,0.12500875,False,REGULAR,USD
SPY251103C00703000,2025-10-31 17:41:04+00:00,703.0,0.01,0.0,0.0,0.0,0.0,91.0,0,0.12500875,False,REGULAR,USD
SPY251103C00704000,2025-10-31 19:54:41+00:00,704.0,0.01,0.0,0.0,0.0,0.0,46.0,0,0.12500875,False,REGULAR,USD
SPY251103C00705000,2025-10-31 20:00:25+00:00,705.0,0.02,0.0,0.0,0.0,0.0,1890.0,0,0.12500875,False,REGULAR,USD
SPY251103C00706000,2025-10-31 19:59:28+00:00,706.0,0.01,0.0,0.0,0.0,0.0,398.0,0,0.12500875,False,REGULAR,USD
SPY251103C00707000,2025-10-31 19:57:55+00:00,707.0,0.01,0.0,0.0,0.0,0.0,1725.0,0,0.12500875,False,REGULAR,USD
SPY251103C00708000,2025-10-31 18:28:17+00:00,708.0,0.01,0.0,0.0,0.0,0.0,700.0,0,0.12500875,False,REGULAR,USD
SPY251103C00709000,2025-10-31 15:40:50+00:00,709.0,0.02,0.0,0.0,0.0,0.0,213.0,0,0.12500875,False,REGULAR,USD
SPY251103C00710000,2025-10-31 19:48:58+00:00,710.0,0.01,0.0,0.0,0.0,0.0,291.0,0,0.12500875,False,REGULAR,USD
SPY251103C00715000,2025-10-31 15:59:12+00:00,715.0,0.01,0.0,0.0,0.0,0.0,63.0,0,0.2500075,False,REGULAR,USD
SPY251103C00720000,2025-10-31 14:27:44+00:00,720.0,0.01,0.0,0.0,0.0,0.0,40.0,0,0.2500075,False,REGULAR,USD
SPY251103C00725000,2025-10-30 15:02:19+00:00,725.0,0.01,0.0,0.0,0.0,0.0,36.0,0,0.2500075,False,REGULAR,USD
SPY251103C00730000,2025-10-31 13:34:51+00:00,730.0,0.01,0.0,0.0,0.0,0.0,3.0,0,0.2500075,False,REGULAR,USD
SPY251103C00735000,2025-10-31 14:46:01+00:00,735.0,0.01,0.0,0.0,0.0,0.0,1.0,0,0.2500075,False,REGULAR,USD
SPY251103C00740000,2025-10-31 19:37:52+00:00,740.0,0.01,0.0,0.0,0.0,0.0,3.0,0,0.2500075,False,REGULAR,USD
SPY251103C00745000,2025-10-31 13:30:48+00:00,745.0,0.01,0.0,0.0,0.0,0.0,2.0,0,0.2500075,False,REGULAR,USD
SPY251103C00750000,2025-10-30 13:30:01+00:00,750.0,0.02,0.0,0.0,0.0,0.0,48.0,0,0.500005,False,REGULAR,USD
SPY251103C00755000,2025-10-28 13:45:08+00:00,755.0,0.02,0.0,0.0,0.0,0.0,,0,0.500005,False,REGULAR,USD
SPY251103C00760000,2025-10-27 17:44:32+00:00,760.0,0.01,0.0,0.0,0.0,0.0,,0,0.500005,False,REGULAR,USD
SPY251103C00765000,2025-10-28 15:11:44+00:00,765.0,0.01,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD
SPY251103C00770000,2025-10-29 18:42:43+00:00,770.0,0.02,0.0,0.0,0.0,0.0,721.0,0,0.500005,False,REGULAR,USD
SPY251103C00800000,2025-10-30 13:48:31+00:00,800.0,0.01,0.0,0.0,0.0,0.0,100.0,0,0.500005,False,REGULAR,USD
