contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPY251103P00686000,2025-10-31 20:14:32+00:00,686.0,4.52,0.0,0.0,0.0,0.0,7197.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103P00687000,2025-10-31 20:12:52+00:00,687.0,5.04,0.0,0.0,0.0,0.0,5868.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103P00688000,2025-10-31 20:12:59+00:00,688.0,5.96,0.0,0.0,0.0,0.0,2309.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103P00689000,2025-10-31 20:14:51+00:00,689.0,6.99,0.0,0.0,0.0,0.0,1846.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103P00690000,2025-10-31 20:10:01+00:00,690.0,7.78,0.0,0.0,0.0,0.0,1421.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103P00691000,2025-10-31 19:59:47+00:00,691.0,8.64,0.0,0.0,0.0,0.0,403.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103P00692000,2025-10-31 20:00:36+00:00,692.0,10.25,0.0,0.0,0.0,0.0,257.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103P00693000,2025-10-31 19:59:18+00:00,693.0,10.62,0.0,0.0,0.0,0.0,57.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103P00694000,2025-10-31 17:39:26+00:00,694.0,14.05,0.0,0.0,0.0,0.0,79.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103P00695000,2025-10-31 19:56:22+00:00,695.0,12.3,0.0,0.0,0.0,0.0,234.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103P00696000,2025-10-31 18:33:29+00:00,696.0,13.7,0.0,0.0,0.0,0.0,14.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103P00697000,2025-10-31 19:49:59+00:00,697.0,14.76,0.0,0.0,0.0,0.0,41.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103P00698000,2025-10-31 19:56:22+00:00,698.0,15.3,0.0,0.0,0.0,0.0,65.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103P00699000,2025-10-31 19:49:59+00:00,699.0,16.76,0.0,0.0,0.0,0.0,158.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103P00700000,2025-10-31 19:49:59+00:00,700.0,17.76,0.0,0.0,0.0,0.0,118.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103P00701000,2025-10-31 16:17:22+00:00,701.0,19.94,0.0,0.0,0.0,0.0,8.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103P00702000,2025-10-31 18:33:29+00:00,702.0,19.69,0.0,0.0,0.0,0.0,14.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103P00703000,2025-10-30 19:31:01+00:00,703.0,19.89,0.0,0.0,0.0,0.0,30.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103P00704000,2025-10-28 19:41:37+00:00,704.0,16.55,0.0,0.0,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103P00705000,2025-10-31 15:33:34+00:00,705.0,21.31,0.0,0.0,0.0,0.0,8.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103P00706000,2025-10-29 20:10:30+00:00,706.0,20.2,0.0,0.0,0.0,0.0,4.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103P00707000,2025-10-29 20:10:24+00:00,707.0,21.29,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103P00708000,2025-10-31 16:02:12+00:00,708.0,27.26,0.0,0.0,0.0,0.0,8.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103P00709000,2025-10-28 16:56:05+00:00,709.0,23.08,0.0,0.0,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103P00710000,2025-10-31 19:49:59+00:00,710.0,27.76,0.0,0.0,0.0,0.0,30.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103P00715000,2025-10-31 19:58:22+00:00,715.0,32.63,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103P00720000,2025-10-31 15:02:53+00:00,720.0,36.52,0.0,0.0,0.0,0.0,8.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103P00725000,2025-10-31 15:22:38+00:00,725.0,41.66,0.0,0.0,0.0,0.0,8.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103P00735000,2025-10-31 19:49:59+00:00,735.0,52.76,0.0,0.0,0.0,0.0,20.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103P00740000,2025-10-31 19:49:59+00:00,740.0,57.76,0.0,0.0,0.0,0.0,40.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103P00745000,2025-10-29 15:46:19+00:00,745.0,55.35,0.0,0.0,0.0,0.0,8.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103P00750000,2025-10-29 18:00:54+00:00,750.0,62.54,0.0,0.0,0.0,0.0,8.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY251103P00755000,2025-10-31 15:35:43+00:00,755.0,71.31,0.0,0.0,0.0,0.0,8.0,0,1.0000000000000003e-05,True,REGULAR,USD
